timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
18.330,20.020,18.588,21.264,21.528,9.838,8.695,10.127,0.000,0.000,0.000,2.293,0.000,1.723,0.000
18.340,15.351,14.063,17.671,19.122,13.743,13.057,13.381,0.000,0.000,0.000,2.597,0.000,0.000,0.000
18.350,11.543,10.748,14.953,15.860,18.800,19.383,18.783,0.188,0.000,0.000,1.349,0.000,0.000,0.000
18.360,9.175,9.187,12.893,12.054,24.221,26.811,24.996,2.908,0.000,0.000,0.000,0.000,0.853,0.036
18.370,7.926,8.429,10.752,8.707,30.106,35.154,30.627,4.811,1.832,0.000,0.000,0.000,2.014,0.000
18.380,6.695,7.059,8.296,6.154,37.410,45.009,36.339,3.574,1.348,0.000,0.000,0.000,1.961,0.000
18.390,4.615,4.825,5.922,4.015,46.353,57.128,44.204,0.056,0.000,0.291,0.000,0.000,1.034,0.000
18.400,2.070,2.918,4.106,2.220,55.894,71.731,54.654,0.000,0.000,0.033,0.000,0.033,0.291,0.000
18.410,0.367,2.529,3.171,1.162,65.068,88.221,65.259,0.000,0.000,0.000,0.000,0.102,0.198,0.000
18.420,0.208,3.413,3.307,0.909,73.836,105.415,73.421,2.906,1.614,0.206,0.000,0.078,0.303,0.000
18.430,0.889,4.040,4.178,1.102,82.246,121.881,79.332,4.790,3.731,0.396,0.000,0.484,0.064,1.146
18.440,1.281,3.078,4.603,1.640,89.717,136.116,85.131,3.463,2.629,0.000,0.021,1.247,0.000,2.528
18.450,1.124,0.709,3.425,2.583,95.653,146.912,91.783,0.289,0.626,0.000,2.412,1.456,0.000,3.271
18.460,0.939,0.000,0.965,3.262,99.863,153.888,97.887,0.000,0.427,0.000,3.020,0.467,0.192,3.081
18.470,1.077,0.000,0.000,2.562,101.922,157.354,101.371,0.000,2.076,0.000,2.034,0.000,0.877,1.678
18.480,1.336,0.000,0.000,0.555,101.022,157.342,101.343,1.329,3.150,0.000,0.327,0.000,1.207,0.000
18.490,1.373,0.000,0.726,0.000,97.056,153.026,97.961,3.092,1.117,0.000,0.000,0.000,1.290,0.000
18.500,1.137,0.115,2.133,0.000,91.132,143.520,91.389,1.388,0.000,0.000,0.000,0.000,1.257,0.000
18.510,0.870,1.264,2.170,0.000,84.379,129.332,82.061,0.000,0.000,0.207,0.000,0.723,0.634,0.750
18.520,0.845,2.146,1.145,0.010,76.767,112.674,71.650,1.924,0.000,1.751,0.000,1.387,0.000,2.172
18.530,1.105,2.925,0.000,0.000,67.689,96.013,62.360,16.624,14.611,2.820,0.252,0.749,0.000,1.777
18.540,1.425,3.857,0.000,0.000,57.379,80.546,54.891,38.923,38.605,2.758,0.585,0.000,0.000,0.000
18.550,1.512,4.517,0.000,0.000,47.214,66.300,47.951,59.063,59.754,1.563,0.250,0.000,0.000,0.000
18.560,1.222,4.122,0.000,0.000,38.587,53.146,40.025,70.953,72.107,0.000,0.216,0.000,0.000,0.000
18.570,0.687,2.607,0.000,0.000,31.535,40.993,30.992,76.447,77.530,0.000,0.564,0.468,0.481,0.000
18.580,0.334,0.760,0.000,0.194,24.615,29.439,21.888,80.635,81.319,0.000,0.459,0.618,0.000,0.683
18.590,0.567,0.000,0.401,0.000,16.564,18.308,13.736,86.071,86.363,0.861,0.000,0.484,0.000,1.917
18.600,1.174,0.000,2.582,0.000,8.108,8.500,7.120,92.070,92.004,2.192,0.000,0.339,0.000,1.772
18.610,1.305,0.000,1.445,0.000,1.663,1.486,2.528,97.079,96.521,2.229,0.300,0.242,0.000,0.662
18.620,0.419,0.000,0.000,0.000,0.000,0.000,0.406,100.227,99.208,1.248,2.200,0.198,0.000,0.000
18.630,0.000,0.000,0.000,0.000,0.000,0.000,0.469,101.478,100.426,0.484,3.479,0.179,0.000,0.000
18.640,0.000,0.000,0.000,1.572,2.044,0.000,1.233,101.308,100.700,0.727,3.538,0.000,0.000,0.605
18.650,0.000,0.000,0.000,1.854,3.301,2.183,0.990,100.123,100.188,1.852,3.617,0.000,0.000,2.425
18.660,1.135,0.000,0.786,0.440,3.134,3.482,0.000,97.811,98.746,3.677,5.337,0.000,0.000,3.572
18.670,1.176,0.000,0.438,0.000,2.121,2.659,0.000,94.184,96.111,6.361,8.561,0.000,0.000,2.885
18.680,0.000,0.670,0.087,0.000,0.920,0.390,0.000,89.664,91.971,9.595,11.438,0.000,0.000,0.623
18.690,0.000,2.782,1.389,0.530,0.012,0.000,0.000,84.849,86.189,12.329,12.775,0.000,0.000,0.000
18.700,0.000,4.107,3.971,2.245,0.000,0.000,1.000,79.614,79.123,13.926,13.611,0.000,0.161,0.000
18.710,0.000,3.315,5.853,2.916,0.921,0.000,1.712,73.461,71.514,15.002,15.765,0.000,0.000,0.000
18.720,0.129,0.904,5.746,2.505,1.898,0.000,1.661,66.701,63.929,16.464,19.289,0.000,0.000,1.431
18.730,2.604,0.000,4.119,1.495,1.455,0.000,1.319,60.337,56.562,18.180,22.290,0.000,0.000,2.067
18.740,3.939,0.000,2.174,0.475,0.000,0.000,1.264,54.539,49.644,19.381,23.379,0.000,0.356,0.182
18.750,2.946,0.000,0.683,0.023,0.000,0.000,1.518,48.084,43.626,20.027,23.422,0.000,2.302,0.000
18.760,0.000,0.000,0.000,0.127,0.000,0.000,1.424,40.039,38.740,20.745,24.177,0.844,3.077,0.000
18.770,0.000,0.000,0.000,0.000,0.000,0.000,0.418,31.593,34.609,21.435,25.653,2.638,2.576,0.000
18.780,0.000,0.441,0.000,0.000,0.000,1.119,0.000,25.293,30.457,21.009,25.786,3.944,2.350,2.210
18.790,0.000,2.109,0.000,0.000,0.000,0.746,0.000,22.322,25.774,18.947,22.917,4.288,3.565,3.542
18.800,1.451,2.778,0.000,0.000,0.000,0.000,0.000,21.135,20.789,16.326,17.930,4.405,5.567,4.861
18.810,1.725,2.242,0.000,0.000,0.000,0.000,2.244,19.140,16.257,14.560,13.506,5.335,7.301,7.477
18.820,0.040,1.163,0.678,0.000,1.774,0.000,3.907,15.337,12.786,13.497,11.499,7.427,9.448,10.877
18.830,0.000,0.225,1.440,1.411,3.889,0.183,3.140,10.901,10.483,11.604,11.384,10.660,13.846,13.829
18.840,0.000,0.000,1.661,2.034,3.345,1.662,0.440,7.353,9.061,8.082,11.232,15.307,21.067,16.644
18.850,0.000,0.000,1.249,0.948,0.982,0.975,0.000,4.814,7.976,4.156,9.813,21.628,29.940,21.175
18.860,0.000,0.408,0.212,0.000,0.000,0.000,0.000,2.542,6.608,1.865,7.492,29.194,39.657,28.547
18.870,0.000,1.658,0.000,0.000,0.000,0.000,0.000,0.771,4.823,1.764,5.289,37.062,50.920,37.623
18.880,0.000,2.064,0.000,0.863,0.000,0.000,0.000,0.830,3.230,2.322,3.520,44.625,64.168,46.196
18.890,0.356,0.809,0.377,1.828,0.071,1.484,0.000,2.952,2.368,1.805,1.639,51.970,77.818,53.440
18.900,0.744,0.000,1.411,1.620,1.280,2.186,0.000,4.983,1.835,0.301,0.000,59.279,89.632,60.302
18.910,0.028,0.000,0.595,0.909,1.404,1.295,0.000,4.469,0.952,0.000,0.000,65.964,99.068,67.187
18.920,0.000,0.000,0.000,0.605,0.733,0.114,0.000,1.747,0.068,0.000,0.000,70.635,106.677,72.387
18.930,0.000,0.000,0.000,0.570,0.480,0.070,0.000,0.000,0.131,0.000,0.000,72.062,111.716,73.814
18.940,0.561,0.197,0.000,0.013,1.175,1.249,0.000,0.000,1.005,0.000,1.245,70.188,112.130,71.448
18.950,1.518,0.000,0.000,0.000,1.833,2.580,0.000,1.037,1.404,0.000,1.699,66.123,106.791,66.935
18.960,0.000,0.000,0.845,0.000,1.196,3.209,0.000,0.829,0.751,0.000,1.085,61.200,96.498,61.478
18.970,0.000,0.000,0.514,0.000,0.000,3.229,0.811,0.000,0.089,0.000,0.365,56.096,82.986,55.218
18.980,1.461,0.000,0.000,0.000,0.000,3.027,1.983,0.000,0.607,0.000,0.000,50.667,68.035,48.140
18.990,22.931,22.993,0.000,0.000,0.000,2.506,1.742,0.764,1.847,0.308,0.000,44.351,53.351,40.515
19.000,55.091,54.132,0.000,0.000,0.000,1.406,0.000,1.963,2.034,1.854,0.000,36.701,40.304,32.692
19.010,83.458,80.069,0.000,0.000,0.000,0.079,0.000,0.695,0.112,2.365,0.000,27.699,29.280,25.007
19.020,98.612,94.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.337,0.000,17.935,19.611,17.764
19.030,103.531,100.794,0.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.858,8.919,10.677,11.241
19.040,106.471,106.684,0.794,0.000,0.000,0.707,0.000,0.000,0.000,0.000,1.874,2.809,3.190,5.984
19.050,111.409,113.900,0.684,0.000,0.000,1.251,0.000,0.966,0.000,0.000,1.789,0.723,0.000,2.771
19.060,117.268,120.499,0.566,0.000,0.000,1.532,0.000,3.716,0.000,1.414,1.408,1.188,0.000,1.749
19.070,122.826,125.265,1.135,0.000,0.000,2.269,0.000,4.305,0.000,2.821,1.228,1.359,0.000,1.741
19.080,128.867,129.193,2.339,0.112,0.000,3.155,0.000,3.149,0.000,1.993,0.976,0.084,0.000,0.952
19.090,135.955,133.634,3.408,0.837,0.716,2.647,0.000,1.423,0.000,0.192,0.497,0.000,0.000,0.000
19.100,142.364,138.386,3.808,1.325,1.541,0.166,0.000,0.000,0.000,0.000,0.072,0.000,0.000,0.000
19.110,145.268,141.679,3.852,1.823,2.136,0.000,0.000,0.000,0.000,1.217,0.000,0.007,0.000,0.000
19.120,143.565,141.924,4.263,2.638,1.840,0.000,0.000,0.000,0.819,2.796,0.042,0.315,0.000,0.000
19.130,138.906,139.439,5.339,4.048,0.285,0.000,0.000,0.000,0.949,2.734,0.771,0.000,0.000,0.202
19.140,134.020,136.038,6.711,5.957,0.000,0.000,0.644,0.170,0.845,1.342,2.138,0.000,0.000,2.849
19.150,130.357,132.993,7.892,7.852,0.000,0.000,1.329,1.642,0.694,0.304,3.366,0.000,0.000,2.733
19.160,127.289,130.054,9.041,9.409,0.000,0.000,1.256,1.962,0.074,0.607,3.357,1.256,0.000,1.129
19.170,123.156,126.358,11.069,11.063,0.000,0.000,0.017,0.873,0.000,1.644,1.991,2.530,0.000,0.526
19.180,116.887,121.376,14.671,13.624,1.333,0.000,0.000,0.000,0.000,2.036,0.434,1.715,0.000,1.652
19.190,108.913,114.945,19.200,17.270,3.696,0.932,0.000,0.000,0.000,0.994,0.000,0.000,0.673,2.952
19.200,100.854,107.273,23.019,21.260,3.090,2.187,0.000,0.000,0.401,0.000,0.214,0.000,0.820,2.952
19.210,94.176,99.039,25.242,24.674,1.865,2.947,0.000,0.000,2.328,0.000,0.592,0.000,0.000,2.157
19.220,88.693,90.831,26.567,27.036,2.529,3.093,0.000,0.000,3.290,0.000,0.353,0.000,0.000,2.026
19.230,82.363,82.495,28.064,28.309,4.029,2.500,0.496,0.000,2.413,0.000,0.000,0.000,0.000,2.719
19.240,73.331,73.633,29.790,28.756,3.167,1.124,1.464,0.000,0.117,1.279,0.000,0.000,0.000,2.841
19.250,62.625,64.545,31.033,28.798,0.000,0.000,0.673,0.000,0.000,1.727,0.000,0.000,0.000,1.314
19.260,53.772,56.107,31.300,28.731,0.000,0.000,0.000,0.246,0.000,1.109,0.000,0.000,0.392,0.000
19.270,48.778,48.821,30.664,28.674,0.000,0.000,0.000,0.553,1.495,0.344,0.409,0.000,1.361,0.000
19.280,45.531,42.469,29.618,28.755,0.598,0.344,1.230,0.161,2.795,0.000,0.439,0.671,0.507,0.000
19.290,40.529,36.694,28.806,28.932,2.861,2.178,2.573,0.000,1.789,0.000,0.447,1.602,0.000,0.000
19.300,33.315,31.598,28.471,28.576,2.469,3.616,2.768,0.112,0.000,0.000,0.979,0.632,0.000,0.000
19.310,26.640,27.487,27.982,26.851,1.800,4.816,3.374,0.674,0.000,0.000,1.827,0.000,1.518,0.000
19.320,22.615,24.078,26.224,23.769,3.640,6.271,5.862,0.454,0.000,0.263,1.948,0.000,2.714,0.000
19.330,20.289,20.586,22.671,20.361,7.828,8.340,9.463,0.000,0.729,1.685,0.485,0.000,1.912,0.000
19.340,17.470,16.887,18.213,17.501,12.174,11.711,12.802,0.000,1.623,1.709,0.000,0.000,0.000,0.453
19.350,13.790,13.818,14.807,14.986,15.830,17.583,16.469,0.000,2.081,0.630,0.000,0.000,0.000,1.875
19.360,10.775,11.853,13.600,12.108,20.479,26.437,22.160,0.000,2.558,0.000,0.000,0.000,0.000,1.388
19.370,9.303,10.255,13.267,8.833,27.998,37.148,29.878,0.000,3.160,0.288,0.000,0.000,0.419,0.470
19.380,8.405,8.099,11.246,5.914,37.811,48.291,37.902,0.000,3.242,1.103,0.000,0.000,1.088,0.533
19.390,6.824,5.480,6.980,3.936,47.288,59.879,45.464,0.000,2.122,0.994,0.005,0.000,0.751,1.286
19.400,4.665,3.239,2.755,2.842,54.544,73.075,53.732,0.000,0.083,0.000,0.000,0.000,0.000,1.312
19.410,2.945,2.086,0.870,2.443,60.305,88.626,63.753,0.285,0.000,0.000,0.000,0.000,0.000,0.000
19.420,2.154,2.282,1.111,2.710,66.933,105.913,74.588,1.897,0.000,0.000,0.000,0.000,0.000,0.000
19.430,1.865,3.377,1.677,3.315,75.984,122.950,84.036,2.824,0.000,0.000,0.000,0.802,0.000,0.000
19.440,1.584,3.962,1.677,3.485,86.846,137.174,90.734,2.796,0.193,0.000,0.929,0.668,0.000,0.000
19.450,1.403,2.701,1.730,2.740,97.242,146.935,95.110,1.516,0.000,0.000,1.966,0.000,0.000,0.038
19.460,1.559,0.042,2.347,1.573,104.494,152.451,98.265,0.000,0.000,0.213,2.513,0.000,0.000,0.995
19.470,1.708,0.000,2.812,0.933,106.695,154.901,100.211,0.000,0.000,0.627,1.750,0.000,0.290,0.388
19.480,1.221,0.000,2.185,1.129,103.715,154.589,99.729,0.229,0.694,1.060,0.000,0.085,0.861,0.000
19.490,0.167,0.164,0.693,1.678,97.603,150.499,96.044,1.293,1.599,0.972,0.000,1.468,0.402,0.000
19.500,0.000,2.330,0.000,2.145,91.325,141.764,89.965,0.000,0.000,0.000,0.000,1.473,0.000,0.000
19.510,0.000,3.606,0.000,2.422,86.084,129.095,82.968,0.000,0.000,0.000,0.000,0.911,0.000,0.261
19.520,0.000,3.438,0.000,2.158,80.030,114.367,75.504,0.000,0.000,0.000,0.000,0.453,0.000,0.952
19.530,0.000,1.821,0.000,0.787,70.627,99.124,66.721,13.228,12.649,0.000,0.000,0.098,0.000,0.600
19.540,0.000,0.000,2.044,0.000,58.361,84.017,56.038,38.392,39.110,0.000,0.000,0.065,0.000,0.000
19.550,0.000,0.000,3.941,0.000,46.977,69.318,44.873,60.713,62.761,2.144,0.000,0.775,0.000,0.000
19.560,1.692,0.000,4.353,0.000,39.394,55.187,36.049,71.987,75.417,2.075,0.000,1.858,0.000,0.000
19.570,3.498,0.983,2.954,0.000,34.093,41.427,30.539,74.898,79.125,0.000,0.000,2.218,0.000,0.310
19.580,3.553,1.574,0.856,0.000,26.832,27.697,25.419,77.342,80.735,0.000,0.000,1.335,0.144,1.378
19.590,1.905,0.527,0.000,0.000,16.120,14.525,16.865,83.272,84.164,0.000,0.000,0.000,0.649,2.209
19.600,0.313,0.000,0.000,0.000,5.488,3.850,5.328,90.666,89.009,0.582,0.000,0.000,0.183,2.202
19.610,0.260,0.000,0.705,0.000,0.000,0.000,0.000,96.127,93.802,1.927,0.000,0.000,0.000,1.166
19.620,1.391,0.000,0.850,0.000,0.000,0.000,0.000,98.890,98.012,2.324,0.268,0.000,0.000,0.000
19.630,2.145,0.000,0.286,0.057,0.071,0.000,0.000,100.243,101.232,3.128,2.930,0.000,0.000,0.000
19.640,1.538,0.000,0.000,1.232,1.315,0.000,1.083,100.822,102.399,4.976,4.354,0.000,0.000,0.000
19.650,0.118,0.000,0.000,0.706,1.771,0.000,3.140,99.945,100.809,6.580,4.366,0.000,0.000,0.119
19.660,0.000,0.000,0.000,0.000,1.430,0.000,2.584,97.252,97.188,6.595,4.555,0.000,0.000,0.000
19.670,0.000,0.062,0.000,0.000,0.155,0.198,1.558,93.591,92.918,5.802,5.714,0.000,0.385,0.000
19.680,0.999,2.154,1.042,0.092,0.000,0.129,1.450,89.792,88.474,6.487,6.910,0.000,0.000,0.000
19.690,0.899,3.785,2.568,0.818,0.000,0.000,1.703,85.566,83.301,9.796,7.503,0.000,0.000,0.000
19.700,0.000,3.433,3.135,1.571,0.000,0.000,1.055,80.270,77.121,14.339,8.552,0.000,0.000,0.000
19.710,0.000,0.563,1.896,2.189,0.369,0.000,0.000,74.107,70.571,17.668,11.345,0.039,0.548,0.000
19.720,0.000,0.000,0.000,2.136,0.483,0.000,0.000,67.790,64.317,18.711,15.393,1.862,2.164,0.000
19.730,0.000,0.000,0.000,1.114,0.000,0.000,0.000,61.359,58.234,18.429,18.834,2.052,1.225,0.354
19.740,0.476,0.000,0.000,0.000,0.000,0.000,0.000,54.217,51.790,18.456,20.611,0.634,0.000,0.495
19.750,1.175,0.000,0.000,0.000,0.254,0.178,0.000,46.427,44.732,19.567,21.471,0.000,0.000,0.337
19.760,1.649,1.403,0.610,0.596,0.870,1.073,0.000,39.043,37.280,21.186,22.601,0.000,0.000,1.009
19.770,1.644,1.420,0.272,1.488,0.923,0.804,0.000,32.789,30.172,22.009,23.946,0.000,0.916,2.803
19.780,0.668,0.000,0.000,1.015,0.753,0.273,0.314,27.209,24.382,21.167,24.360,0.440,2.327,4.332
19.790,0.000,0.000,0.000,0.000,0.864,0.177,1.624,21.725,20.292,18.890,22.882,3.736,2.711,4.268
19.800,0.000,0.000,0.000,0.000,1.107,0.000,1.929,16.783,17.321,16.069,19.475,7.383,3.041,3.530
19.810,0.000,0.000,0.000,0.000,1.005,0.000,1.166,13.280,14.767,13.494,15.084,9.989,4.220,4.521
19.820,0.000,1.146,1.308,0.000,0.453,0.000,0.192,11.281,12.710,11.604,11.271,11.113,6.567,8.173
19.830,1.129,1.968,2.586,1.374,0.000,0.000,0.000,9.898,11.612,10.443,9.189,11.920,10.397,13.065
19.840,2.864,1.939,1.569,2.464,0.000,0.000,0.000,8.276,11.190,9.517,8.527,14.569,16.532,17.703
19.850,2.885,1.558,0.000,2.573,0.284,0.044,0.000,6.230,10.227,8.056,7.901,20.763,25.873,22.448
19.860,1.582,1.202,0.000,2.101,0.857,1.291,0.000,4.009,7.735,5.692,6.480,30.144,38.355,28.575
19.870,0.198,1.192,0.000,1.573,0.320,0.775,0.000,2.005,4.144,2.763,4.681,39.952,52.518,36.291
19.880,0.000,1.403,0.880,1.379,0.000,0.000,1.518,0.758,1.034,0.128,3.052,47.226,66.549,44.437
19.890,0.939,1.301,1.984,1.518,0.000,0.323,2.135,0.628,0.000,0.000,1.386,51.870,79.576,51.788
19.900,2.176,0.645,2.424,1.496,0.000,1.460,1.575,1.287,0.000,0.000,0.000,56.708,91.395,58.046
19.910,2.440,0.000,2.488,0.695,0.000,1.654,1.102,1.977,0.000,0.443,0.000,63.913,101.337,63.565
19.920,2.029,0.000,2.496,0.000,0.000,0.227,1.426,2.238,0.000,1.095,0.000,72.055,108.229,68.419
19.930,2.468,0.000,2.447,0.000,0.000,0.000,2.113,1.988,0.000,0.561,0.721,77.279,111.270,71.830
19.940,3.864,1.129,2.111,0.000,0.000,0.000,2.595,1.260,0.000,0.000,1.484,76.803,110.279,72.511
19.950,3.275,2.830,1.487,0.000,0.274,0.997,2.873,0.385,0.091,0.000,1.097,70.805,105.288,69.693
19.960,0.000,1.570,1.210,2.016,0.806,3.692,2.987,0.082,0.918,0.402,0.647,61.649,96.468,63.805
19.970,0.000,0.000,1.977,2.934,0.666,4.506,2.510,0.852,0.570,0.856,1.133,52.196,84.557,56.066
19.980,0.000,3.072,3.213,1.531,0.000,2.910,1.212,2.339,0.000,0.554,2.035,44.585,71.061,47.632
19.990,20.121,22.232,3.239,0.000,0.000,0.747,0.000,3.511,0.000,0.470,1.868,39.397,57.716,39.402
20.000,53.311,52.241,1.512,0.000,0.000,0.170,0.000,3.614,0.000,1.659,0.084,35.191,45.462,32.090
20.010,81.451,79.319,0.000,0.106,1.350,1.128,0.000,2.875,0.000,3.309,0.000,29.366,33.933,25.658
20.020,95.316,94.251,0.000,2.542,3.876,1.563,0.000,1.908,0.000,3.435,0.000,20.503,22.337,19.006
20.030,99.231,100.107,1.399,3.615,5.346,0.162,0.000,0.712,0.287,1.610,0.000,10.170,11.126,11.318
20.040,102.813,105.127,2.812,2.513,4.278,0.000,0.000,0.000,0.309,0.000,0.000,1.875,2.320,3.799
20.050,110.391,112.850,2.996,0.309,1.045,0.000,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.000
20.060,119.835,121.088,2.518,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.000,0.000
20.070,127.750,127.259,2.287,0.000,0.000,0.240,0.220,0.000,2.151,0.538,0.000,0.000,0.000,0.000
20.080,132.750,131.661,2.455,0.315,0.000,1.001,3.210,0.008,2.911,0.246,0.000,0.311,0.000,1.070
20.090,135.125,135.823,2.651,1.694,1.874,0.658,4.359,0.000,2.873,0.000,0.000,1.028,0.000,0.502
20.100,135.895,139.755,2.735,2.235,2.946,0.000,2.990,0.000,2.488,0.000,0.000,1.080,0.000,0.000
20.110,136.349,141.998,3.007,2.313,1.365,0.000,0.400,0.220,2.063,0.308,0.000,0.471,0.000,0.000
20.120,137.273,141.591,3.834,3.068,0.000,0.000,0.000,1.536,1.440,0.360,0.000,0.000,0.000,0.000
20.130,138.127,138.923,5.177,5.011,0.000,0.160,0.000,1.250,0.821,0.000,0.000,0.000,0.000,0.000
20.140,137.374,135.134,6.659,7.272,0.000,0.734,0.000,0.000,1.016,0.000,0.000,0.000,0.000,0.000
20.150,133.890,131.419,8.262,8.657,0.339,0.630,0.000,0.000,2.307,0.000,0.000,0.000,0.000,2.824
20.160,128.046,128.361,10.627,9.382,1.731,0.113,0.000,0.000,3.655,0.000,0.000,0.000,0.897,3.467
20.170,121.338,125.201,13.989,10.978,1.467,0.000,0.000,0.608,3.784,0.000,0.000,0.000,2.102,1.030
20.180,115.182,120.254,17.183,14.211,0.166,0.389,0.000,0.612,2.781,0.000,1.219,0.000,2.134,0.000
20.190,110.020,112.623,18.772,17.944,0.000,1.074,3.315,0.000,1.929,0.000,1.558,1.693,1.391,0.000
20.200,104.923,103.302,18.927,20.766,0.000,1.472,5.092,0.000,2.035,0.000,0.056,3.346,0.906,0.000
20.210,97.942,94.298,19.114,22.969,0.000,1.471,3.071,0.000,2.568,0.000,0.000,2.952,1.041,1.808
20.220,87.989,86.744,20.261,25.852,0.000,1.229,0.000,0.000,2.606,0.000,0.000,0.795,0.900,1.380
20.230,76.891,79.921,22.283,29.494,0.000,0.871,0.000,0.787,2.062,0.000,0.000,0.000,0.000,0.000
20.240,68.264,72.346,24.844,32.329,0.258,0.431,0.150,0.000,1.641,0.000,0.716,0.000,0.000,0.000
20.250,63.467,63.845,27.448,32.977,0.365,0.000,2.694,0.000,1.890,0.000,1.006,0.000,0.000,0.000
20.260,59.897,55.863,29.164,31.842,0.144,0.000,3.283,0.000,2.592,0.000,0.576,1.513,0.000,0.000
20.270,54.223,49.447,29.376,30.521,0.669,0.000,1.725,0.000,3.026,0.000,0.000,2.861,0.028,0.000
20.280,46.115,43.930,28.673,29.893,2.608,0.666,0.217,0.000,2.727,0.000,0.000,2.558,1.171,0.000
20.290,37.792,38.273,28.273,29.337,5.249,2.121,0.555,1.812,1.953,0.000,0.000,0.780,0.850,0.000
20.300,31.096,32.639,28.521,27.895,7.075,3.321,2.425,2.124,1.386,1.184,0.000,0.000,0.229,0.000
20.310,26.350,27.879,28.520,25.478,7.261,3.828,4.562,0.492,1.501,2.978,0.793,0.000,0.169,0.000
20.320,23.302,24.374,27.231,22.566,6.546,4.468,6.625,0.000,2.270,3.058,0.658,0.000,0.452,0.000
20.330,21.599,21.911,24.358,19.450,6.830,6.857,9.331,0.000,3.117,1.983,0.000,0.000,0.564,0.584
20.340,20.235,19.922,20.105,16.387,9.826,11.753,13.296,0.413,3.144,0.571,0.000,0.000,0.449,0.607
20.350,17.700,17.619,15.043,13.953,15.761,18.355,18.437,2.741,2.088,0.000,0.000,0.835,0.325,0.634
20.360,13.350,14.673,10.664,12.416,23.328,25.683,24.314,2.880,1.048,0.000,0.161,0.490,0.156,1.208
20.370,8.224,11.651,8.730,11.029,30.935,34.155,30.602,0.693,1.198,0.000,2.213,0.000,0.000,1.885
20.380,4.106,9.079,9.025,8.723,37.975,45.090,37.275,0.000,1.979,0.000,3.289,0.000,0.000,1.765
20.390,1.962,6.523,8.909,5.509,45.090,58.938,44.421,0.000,2.000,0.000,2.789,0.000,0.000,0.754
20.400,1.408,3.556,6.439,2.682,53.335,74.680,51.940,0.000,1.462,1.838,1.235,0.000,0.000,0.000
20.410,1.421,1.076,3.020,1.558,62.901,90.838,59.717,0.623,1.843,2.861,0.000,0.000,0.000,0.000
20.420,1.381,0.454,1.585,2.219,72.660,106.435,68.071,1.210,3.188,2.108,0.000,0.000,0.000,0.389
20.430,1.385,1.450,2.699,3.499,81.187,120.984,77.303,1.365,3.577,0.134,0.000,0.000,0.000,1.126
20.440,1.607,2.148,3.913,4.004,87.964,134.089,86.593,1.199,1.802,0.000,0.000,0.000,0.000,1.216
20.450,1.718,1.312,2.940,3.206,93.192,145.147,94.117,0.204,0.000,0.000,0.169,0.000,0.000,0.571
20.460,1.317,0.000,0.259,1.907,96.836,153.194,98.473,0.000,0.000,0.358,0.272,0.000,0.000,0.000
20.470,0.673,0.000,0.000,1.519,98.463,157.011,99.435,0.000,1.047,0.859,0.337,0.000,0.000,0.192
20.480,0.423,0.598,0.000,2.364,97.809,155.719,97.435,0.000,4.898,0.000,0.521,0.000,0.000,0.907
20.490,0.596,1.859,0.000,2.986,94.877,149.496,93.075,0.466,6.423,0.000,0.502,1.513,0.000,0.476
20.500,0.522,2.353,0.000,2.037,89.632,139.605,87.057,0.000,3.164,0.000,0.000,3.407,0.000,0.000
20.510,0.000,1.754,0.000,0.329,82.244,127.454,80.014,0.000,0.000,0.000,0.000,3.157,0.889,0.000
20.520,0.000,0.194,0.000,0.000,73.634,113.792,72.399,0.000,0.639,0.000,0.000,1.316,1.944,0.000
20.530,0.000,0.000,0.000,0.229,65.115,99.010,64.694,15.253,16.056,0.673,0.000,0.000,1.976,0.000
20.540,0.000,0.000,0.000,0.282,57.369,83.751,57.433,39.504,39.891,3.275,0.072,0.000,0.881,1.752
20.550,0.000,0.000,0.354,0.000,50.199,68.748,50.816,60.796,60.508,3.888,0.327,1.543,0.000,4.151
20.560,0.000,0.000,0.381,0.000,43.115,54.400,44.190,71.946,71.262,2.034,0.000,2.856,0.000,3.683
20.570,0.932,0.208,0.000,0.000,35.498,40.788,36.035,75.650,75.256,0.000,0.000,2.138,0.000,1.383
20.580,1.640,0.000,0.000,0.000,26.462,27.954,25.284,78.816,78.775,0.000,0.000,0.066,0.000,0.000
20.590,1.387,0.000,0.000,0.000,15.808,16.294,13.277,84.266,84.241,0.000,0.000,0.000,0.000,0.000
20.600,0.863,0.000,0.000,0.000,5.360,6.741,3.554,89.828,90.204,0.852,0.000,0.000,0.000,0.000
20.610,0.763,0.202,0.000,0.000,0.000,0.256,0.000,93.398,94.762,2.003,1.983,1.927,0.000,0.187
20.620,1.003,0.000,0.000,0.000,0.000,0.000,0.000,95.875,97.293,2.169,3.889,2.953,0.000,0.000
